,anchor,positive,negative
15186,76864,4,2
15187,76866,2859,2
15188,76873,6,3
15189,77141,151,5
15190,77143,356,6
15191,77146,970,9
15192,77149,2367,6
15193,77154,33154,4
15194,77156,4,1
15195,77162,4,5
15196,77177,4459,2
15197,77179,37,2
15198,77181,37,3
15199,77184,20,9
15200,77189,41,1
15201,77191,2574,2
15202,77201,2427,3
15203,77204,459,6
15204,77206,5076,9
15205,77208,22,3
15206,77210,4,2
15207,77212,1179,2
15208,77217,107,6
15209,77223,107,2
15210,77229,6,2
15211,77231,4,1
15212,77233,59143,6
15213,77238,41,1
15214,77240,2910,2
15215,77259,22,3
15216,77264,42018,6
15217,77266,40,3
15218,77281,37,2
15219,77291,4,2
15220,77293,26283,2
15221,77296,4,2
15222,77298,4,2
15223,77300,558,4
15224,77303,1,8
15225,77307,5909,1
15226,77312,4,5
15227,77316,214,3
15228,77318,12,1
15229,77326,1464,8
15230,77328,77330,1
15231,77330,77328,3
15232,77332,4,3
15233,77336,22,3
15234,77339,12,3
15235,77342,1,2
15236,77344,4,2
15237,77349,6,3
15238,77351,4,8
15239,77353,1,6
15240,77355,198,1
15241,77357,27875,2
15242,77359,77328,3
15243,77362,107,6
15244,77364,20,7
15245,77370,1,8
15246,77412,1,4
15247,77414,4700,2
15248,77416,20,3
15249,77421,69842,8
15250,77427,2740,3
15251,77433,4,2
15252,77435,1256,6
15253,77442,4,2
15254,77444,20,3
15255,77449,22,1
15256,77451,151,2
15257,77455,45440,6
15258,77463,4,2
15259,77468,6,3
15260,77470,6,1
15261,77479,411,2
15262,77481,12,6
15263,77491,4,1
15264,77493,6,1
15265,77496,121089,1
15266,77509,4,1
15267,77517,41,2
15268,77538,6,1
15269,77540,7373,3
15270,77550,4,1
15271,77561,1591,4
15272,77596,4475,2
15273,77613,1179,2
15274,77615,20,2
15275,77629,56479,3
15276,77665,52285,6
15277,77667,370,8
15278,77672,6,2
15279,77680,368,8
15280,77682,22,1
15281,77688,1,8
15282,77707,1,2
15283,77709,68959,7
15284,77711,382,2
15285,77715,4,1
15286,77719,4,3
15287,77721,4902,1
15288,77729,20,3
15289,77731,1769,2
15290,77734,6,1
15291,77736,20,2
15292,77738,22,1
15293,77742,107,8
15294,77744,20,3
15295,77752,1,2
15296,77770,20,2
15297,77772,12,2
15298,77774,37,1
15299,77776,163,1
15300,77778,163,1
15301,77780,198,3
15302,77783,4,8
15303,77788,4,1
15304,77795,1253,3
15305,77798,50147,5
15306,77800,3640,8
15307,77802,4,8
15308,77804,368,8
15309,77808,4,2
15310,77810,639,2
15311,77816,37,3
15312,77818,26236,8
15313,77820,243,9
15314,77829,37,2
15315,77831,1,8
15316,77833,465,3
15317,77835,39768,8
15318,77837,90592,3
15319,77841,1,6
15320,77843,166530,1
15321,77846,806,5
15322,77852,12,2
15323,77854,87004,8
15324,77866,8640,5
15325,77875,4,3
15326,77881,4,5
15327,77883,4,8
15328,77891,4,2
15329,77893,20,3
15330,77896,459,3
15331,77899,4,3
15332,77907,411,6
15333,77910,12,2
15334,77917,4,3
15335,77919,4,2
15336,77921,899,8
15337,77931,2012,8
15338,77941,22,3
15339,77944,37,1
15340,77947,4,8
15341,77951,4,2
15342,77966,37,3
15343,77968,37,2
15344,77979,41,1
15345,77981,4,5
15346,77983,266,3
15347,77985,4,3
15348,77990,1,8
15349,78000,4,1
15350,78003,3947,2
15351,78006,4,3
15352,78009,26093,9
15353,78011,3,5
15354,78014,41,1
15355,78016,4,2
15356,78019,41,1
15357,78022,6283,2
15358,78025,4,2
15359,78030,4,3
15360,78032,220,1
15361,78034,1542,2
15362,78037,37,3
15363,78039,6779,5
15364,78041,236,2
15365,78043,1,8
15366,78045,1,2
15367,78049,1,5
15368,78054,112,14
15369,78057,10,5
15370,78059,188,5
15371,78062,2617,9
15372,78064,37,2
15373,78066,4,3
15374,78068,41,2
15375,78071,107,6
15376,78073,4,2
15377,78081,1,8
15378,78084,12,1
15379,78086,6,2
15380,78088,3203,1
15381,78090,37,1
15382,78093,970,8
15383,78095,4,2
15384,78097,22,3
15385,78099,20,1
15386,78101,37,1
15387,78103,41,3
15388,78105,44,12
15389,78111,107,6
15390,78116,59273,6
15391,78122,661,2
15392,78124,4,6
15393,78128,6721,2
15394,78130,70,1
15395,78132,22,3
15396,78140,37,2
15397,78142,356,6
15398,78145,4,3
15399,78157,12,3
15400,78160,411,6
15401,78162,3851,2
15402,78168,4,2
15403,78170,4,6
15404,78174,4,8
15405,78181,155,5
15406,78184,1,3
15407,78186,1245,2
15408,78192,4,3
15409,78196,3,2
15410,78201,4,1
15411,78207,4280,2
15412,78209,248,8
15413,78211,22,1
15414,78218,2334,1
15415,78222,382,1
15416,78224,4,3
15417,78235,20,2
15418,78245,4,2
15419,78247,1,8
15420,78249,4,1
15421,78251,1,8
15422,78264,339,8
15423,78266,2287,2
15424,78268,1,2
15425,78270,3,2
15426,78272,4,2
15427,78276,4,2
15428,78278,4,3
15429,78290,4,1
15430,78295,1,8
15431,78308,4,3
15432,78313,51187,1
15433,78316,74,1
15434,78319,606,4
15435,78321,50798,2
15436,78329,4,6
15437,78332,60950,5
15438,78335,224,9
15439,78337,4,8
15440,78340,4,1
15441,78342,4,2
15442,78344,4,2
15443,78349,50,3
15444,78358,4,2
15445,78360,4,3
15446,78366,4,6
15447,78370,4,6
15448,78376,4,3
15449,78379,37,3
15450,78381,48,2
15451,78405,1,8
15452,78408,914,8
15453,78410,4,8
15454,78413,4,2
15455,78416,107,8
15456,78418,4,1
15457,78420,929,2
15458,78422,4,6
15459,78438,347,2
15460,78442,4,5
15461,78445,41,2
15462,78459,27002,1
15463,78461,22,3
15464,78463,4,2
15465,78465,899,8
15466,78467,5349,2
15467,78469,20,2
15468,78483,1,6
15469,78488,4,6
15470,78490,4,5
15471,78499,115875,9
15472,78517,404,4
15473,78519,20,1
15474,78528,81,2
15475,78534,4,3
15476,78536,4,3
15477,78539,1,5
15478,78544,411,6
15479,78557,1064,8
15480,78559,4,2
15481,78574,6291,1
15482,78579,2455,3
15483,78583,4,3
15484,78585,1464,8
15485,78606,22,2
15486,78612,15,1
15487,78614,4,1
15488,78618,22,3
15489,78620,368,2
15490,78622,12,3
15491,78626,12,8
15492,78629,4,1
15493,78631,70,2
15494,78633,84770,2
15495,78635,151,2
15496,78637,32031,6
15497,78640,4,6
15498,78642,22,3
15499,78646,20,8
15500,78649,37,1
15501,78651,41,3
15502,78653,4,5
15503,78655,7235,1
15504,78658,4,2
15505,78666,1064,9
15506,78669,587,5
15507,78673,4,2
15508,78677,4,6
15509,78679,4251,3
15510,78681,20,3
15511,78684,4,2
15512,78690,4902,2
15513,78696,198,3
15514,78698,20,1
15515,78701,4,5
15516,78703,2100,8
15517,78713,4,3
15518,78715,4,2
15519,78717,37,1
15520,78719,4,1
15521,78721,4,3
15522,78723,4,5
15523,78727,16,1
15524,78729,2058,5
15525,78737,29,3
15526,78739,110,2
15527,78742,4,8
15528,78746,756,1
15529,78748,37,1
15530,78757,4,3
15531,78759,11,3
15532,78765,4,1
15533,78772,72407,9
15534,78774,74916,2
15535,78776,4,3
15536,78827,1,4
15537,78829,37,3
15538,78832,110,1
15539,78834,4,3
15540,78836,26326,2
15541,78838,20,3
15542,78856,37,3
15543,78858,3,6
15544,78860,4,2
15545,78871,29,3
15546,78873,20,1
15547,78885,4,1
15548,78893,57326,5
15549,78895,4,2
15550,78898,3803,8
15551,78903,20,1
15552,78905,1464,1
15553,78909,4,2
15554,78913,1,9
15555,78916,4,1
15556,78919,1,6
15557,78921,4,2
15558,78934,382,5
15559,78941,4,1
15560,78944,46559,1
15561,78946,4,3
15562,78949,188,4
15563,78951,12,3
15564,78955,4,1
15565,78957,4,1
15566,78959,4,1
15567,78961,426,1
15568,78965,411,8
15569,78967,2367,9
15570,78974,48,1
15571,78976,1191,3
15572,78978,4,2
15573,78980,20,8
15574,78982,1799,9
15575,78984,6,3
15576,78986,4,2
15577,78991,1,10
15578,78993,4,8
15579,79003,899,6
15580,79006,77,4
15581,79008,2700,6
15582,79010,4,8
15583,79022,1,2
15584,79029,30949,2
15585,79031,37,2
15586,79035,4,2
15587,79038,20,2
15588,79043,4,2
15589,79045,37,1
15590,79057,1320,4
15591,79060,382,2
15592,79063,367,9
15593,79065,107,2
15594,79067,4,2
15595,79073,5820,4
15596,79077,4,2
15597,79081,459,5
15598,79083,4,1
15599,79091,1,14
15600,79094,151,5
15601,79104,6,3
15602,79106,4,8
15603,79109,110,2
15604,79111,27397,3
15605,79124,6785,1
15606,79127,48,5
15607,79132,198,1
15608,79134,30825,2
15609,79136,4,3
15610,79139,148775,14
15611,79158,70,13
15612,79163,4,2
15613,79166,12,3
15614,79185,3705,2
15615,79187,4,2
15616,79191,4,2
15617,79195,4,1
15618,79197,163,1
15619,79203,22,2
15620,79207,22,1
15621,79213,16,3
15622,79220,37,3
15623,79222,55167,5
15624,79224,4438,12
15625,79226,6266,6
15626,79228,22,3
15627,79230,1484,1
15628,79232,4,3
15629,79234,20,2
15630,79236,29,3
15631,79238,22,1
15632,79242,3620,8
15633,79244,4,1
15634,79247,196,3
15635,79249,12,2
15636,79251,5569,2
15637,79254,4,3
15638,79259,20,1
15639,79274,27155,3
15640,79276,2735,6
15641,79278,4,6
15642,79281,4,1
15643,79283,4,2
15644,79285,472,6
15645,79287,2116,6
15646,79293,648,2
15647,79299,3130,9
15648,79303,4,3
15649,79311,37,1
15650,79318,34767,8
15651,79321,1179,2
15652,79327,4,2
15653,79329,1191,1
15654,79333,127052,8
15655,79335,4,5
15656,79337,4,3
15657,79339,3,5
15658,79344,66,3
15659,79346,1191,2
15660,79348,1191,1
15661,79357,5268,6
15662,79363,899,8
15663,79368,4,3
15664,79388,1262,7
15665,79395,4,2
15666,79397,1,6
15667,79400,37,1
15668,79402,4,2
15669,79410,3,1
15670,79424,12,3
15671,79428,55261,2
15672,79430,37,3
15673,79458,4,1
15674,79461,4,8
15675,79463,119155,6
15676,79467,4,2
15677,79469,1,6
15678,79471,4,2
15679,79473,4,3
15680,79475,4,1
15681,79477,4,8
15682,79494,1,6
15683,79496,6,3
15684,79498,22,1
15685,79501,20,3
15686,79505,4,6
15687,79507,20,13
15688,79515,1,2
15689,79519,6,2
15690,79521,4,2
15691,79523,22,3
15692,79525,347,3
15693,79528,1,3
15694,79533,2987,9
15695,79536,44301,1
15696,79539,4,8
15697,79541,5840,6
15698,79543,1,8
15699,79545,22,3
15700,79547,22,3
15701,79551,6,3
15702,79553,112,3
15703,79561,12,1
15704,79565,4,2
15705,79568,4,2
15706,79570,37,3
15707,79572,1018,9
15708,79575,4,3
15709,79578,4,2
15710,79580,8403,5
15711,79588,3358,9
15712,79590,139915,6
15713,79592,370,8
15714,79594,37,3
15715,79596,1179,1
15716,79599,7235,8
15717,79601,4,2
15718,79603,4,2
15719,79607,198,2
15720,79610,869,1
15721,79617,43932,2
15722,79627,22,2
15723,79633,4,1
15724,79636,4,8
15725,79638,48,1
15726,79640,4,1
15727,79642,1,8
15728,79644,163,2
15729,79647,22,3
15730,79651,4,2
15731,79653,6446,12
15732,79656,48,2
15733,79663,41,3
15734,79667,899,6
15735,79677,2962,3
15736,79681,5018,16
15737,79684,803,6
15738,79686,1191,2
15739,79688,6,2
15740,79692,4,6
15741,79695,95,5
15742,79702,27792,13
15743,79709,459,6
15744,79711,22,3
15745,79718,4,6
15746,79720,39381,2
15747,79723,4,1
15748,79725,37,1
15749,79731,266,2
15750,79736,20,2
15751,79739,37,3
15752,79741,37,2
15753,79760,1147,1
15754,79765,22,2
15755,79767,4,6
15756,79769,11,2
15757,79771,163,3
15758,79773,4,1
15759,79775,3,6
15760,79794,327,13
15761,79796,8640,7
15762,79798,178,2
15763,79800,33358,6
15764,79802,4,3
15765,79805,4,5
15766,79807,4,1
15767,79809,3,6
15768,79824,769,2
15769,79828,4,2
15770,79830,41,2
15771,79832,3,6
15772,79835,4,1
15773,79838,4,3
15774,79842,37,3
15775,79844,41,2
15776,79846,22,1
15777,79848,4,1
15778,79850,37,2
15779,79855,7835,9
15780,79860,5608,1
15781,79863,40732,5
15782,79866,37,2
15783,79868,3113,4
15784,79870,37,1
15785,79872,20,8
15786,79874,1179,1
15787,79879,60522,1
15788,79882,4,2
15789,79884,3,6
15790,79895,27368,3
15791,79897,8943,2
15792,79899,37,3
15793,79901,37,2
15794,79910,96975,2
15795,79912,6,2
15796,79914,4,1
15797,79916,16,2
15798,79918,4,2
15799,79920,914,8
15800,79923,1,8
15801,79925,29,3
15802,79927,707,1
15803,79929,1076,3
15804,79936,4,2
15805,79946,1885,8
15806,79953,48,2
15807,79955,899,6
15808,79972,4,2
15809,79974,3,2
15810,79977,459,9
15811,79980,4,2
15812,79987,5791,1
15813,79994,4,1
15814,79996,22,1
15815,80004,4,1
15816,80014,4,1
15817,80020,899,6
15818,80022,48,5
15819,80026,66639,2
15820,80033,10,5
15821,80038,4,8
15822,80041,16,1
15823,80044,970,23
15824,80049,367,14
15825,80052,1,6
15826,80054,37,1
15827,80072,22,2
15828,80074,4,6
15829,80076,123,1
15830,80083,5069,4
15831,80086,22,3
15832,80094,6703,1
15833,80097,22,2
15834,80100,4,1
15835,80102,4,1
15836,80104,2930,1
15837,80107,4,2
15838,80109,4,2
15839,80111,4,3
15840,80122,4,2
15841,80124,20,2
15842,80126,41716,1
15843,80129,4,8
15844,80132,41,3
15845,80135,4,2
15846,80137,37,3
15847,80139,48322,8
15848,80141,48,4
15849,80144,4,6
15850,80146,22,3
15851,80152,4,2
15852,80154,70,2
15853,80158,2123,9
15854,80160,1,3
15855,80162,5160,2
15856,80164,4,2
15857,80166,357,8
15858,80179,29,3
15859,80181,4446,5
15860,80183,20,2
15861,80185,66320,2
15862,80189,160,3
15863,80191,155,5
15864,80193,37,1
15865,80195,37,1
15866,80204,37,2
15867,80206,20,3
15868,80208,37,3
15869,80210,37,2
15870,80214,4,2
15871,80217,37,1
15872,80219,7235,14
15873,80222,4054,5
15874,80224,16,2
15875,80226,1197,12
15876,80230,37,2
15877,80233,6,3
15878,80235,41,2
15879,80241,357,2
15880,80243,37,2
15881,80245,1,8
15882,80247,22,1
15883,80258,3,6
15884,80260,123,1
15885,80264,41,3
15886,80267,4,6
15887,80269,20,1
15888,80271,6,3
15889,80281,2659,8
15890,80283,899,8
15891,80285,4,5
15892,80288,1245,3
15893,80290,1,8
15894,80292,48,3
15895,80295,22,3
15896,80311,163,5
15897,80313,163,2
15898,80315,16,2
15899,80321,27004,3
15900,80324,22,2
15901,80328,37,2
15902,80330,4,8
15903,80337,37,2
15904,80339,20,1
15905,80344,41,2
15906,80346,4,2
15907,80348,151,1
15908,80350,50798,8
15909,80352,1,5
15910,80354,1,2
15911,80358,4,2
15912,80361,6084,8
15913,80363,8861,2
15914,80368,16,2
15915,80374,1,8
15916,80376,4,3
15917,80398,4934,1
15918,80400,20,2
15919,80402,4,8
15920,80405,6,1
15921,80408,12,1
15922,80417,22,1
15923,80419,48,1
15924,80421,4,3
15925,80424,163,1
15926,80428,4,3
15927,80430,4,2
15928,80432,1,2
15929,80442,1,6
15930,80444,4,3
15931,80447,22,1
15932,80449,4,1
15933,80451,22,1
15934,80454,4,2
15935,80456,22,2
15936,80463,138208,3
15937,80465,4,3
15938,80467,37,3
15939,80469,102084,4
15940,80472,3,6
15941,80476,7235,9
15942,80478,103330,3
15943,80480,37,2
15944,80487,4,3
15945,80489,482,3
15946,80491,41,2
15947,80494,1179,3
15948,80498,4,3
15949,80500,20,3
15950,80502,2662,2
15951,80505,66,2
15952,80549,2706,6
15953,80551,182,2
15954,80553,851,1
15955,80557,6,2
15956,80560,37,1
15957,80562,20,2
15958,80566,1,2
15959,80568,1,8
15960,80570,4,6
15961,80572,4350,2
15962,80574,4,2
15963,80582,37,2
15964,80584,6342,6
15965,80586,2626,6
15966,80588,4861,1
15967,80590,4007,1
15968,80592,4,3
15969,80596,41,2
15970,80599,37,1
15971,80611,4,2
15972,80615,8965,5
15973,80617,2123,16
15974,80619,22,3
15975,80622,48,1
15976,80639,48,1
15977,80641,15,5
15978,80646,2429,7
15979,80648,62801,2
15980,80650,41,1
15981,80653,929,2
15982,80655,41,1
15983,80659,4,3
15984,80661,1,3
15985,80667,4,1
15986,80677,7217,2
15987,80680,16,3
15988,80683,37,1
15989,80693,3308,9
15990,80701,4,1
15991,80713,4,1
15992,80715,411,6
15993,80717,1,8
15994,80719,4,2
15995,80722,4,8
15996,80725,266,1
15997,80727,3876,8
15998,80729,45440,8
15999,80731,20,3
16000,80733,224,8
16001,80736,6132,1
16002,80738,27,6
16003,80740,84944,6
16004,80742,4,2
16005,80744,4,2
16006,80746,4,6
16007,80748,71745,4
16008,80759,16,2
16009,80761,37,2
16010,80763,4,8
16011,80768,1484,6
16012,80775,1542,2
16013,80777,3,2
16014,80779,4,8
16015,80787,70,1
16016,80789,4,1
16017,80792,4,1
16018,80797,22,2
16019,80799,4,1
16020,80806,20,3
16021,80808,22,1
16022,80810,6,2
16023,80812,4,2
16024,80816,22,1
16025,80818,1,6
16026,80820,252,8
16027,80825,22,3
16028,80827,4,1
16029,80831,27751,5
16030,80834,5038,5
16031,80836,1,6
16032,80839,6565,6
16033,80844,8019,2
16034,80846,1350,2
16035,80848,4,1
16036,80858,2447,8
16037,80860,66203,8
16038,80862,4350,1
16039,80864,94,8
16040,80866,37,3
16041,80870,22,2
16042,80878,6,3
16043,80880,4295,1
16044,80891,22,1
16045,80893,22,1
16046,80899,48,3
16047,80901,4,3
16048,80903,2367,5
16049,80906,27846,2
16050,80908,4,5
16051,80917,1097,1
16052,80924,4,2
16053,80926,558,3
16054,80928,411,8
16055,80933,16,2
16056,80939,300,1
16057,80941,6689,2
16058,80947,107,8
16059,80950,239,9
16060,80952,1,8
16061,80954,3,6
16062,80967,1,6
16063,80969,53161,5
16064,80972,20,8
16065,80980,32,1
16066,80984,1179,1
16067,80986,4,1
16068,80990,75408,8
16069,81000,37,2
16070,81014,22,1
16071,81018,7304,2
16072,81020,127124,6
16073,81027,4,1
16074,81029,1,6
16075,81031,4,3
16076,81041,4,3
16077,81046,20,3
16078,81049,4,2
16079,81051,22,2
16080,81054,101,8
16081,81059,4,2
16082,81061,347,1
16083,81064,37,3
16084,81067,4,3
16085,81069,4,3
16086,81072,1,6
16087,81075,29,6
16088,81080,22,1
16089,81083,550,2
16090,81085,24,2
16091,81087,4,1
16092,81090,37,1
16093,81092,37,3
16094,81094,37,1
16095,81100,37,3
16096,81102,4,2
16097,81104,37,1
16098,81107,4,1
16099,81109,4,1
16100,81111,4,6
16101,81117,4,1
16102,81123,3,8
16103,81125,4,1
16104,81130,4,2
16105,81132,72380,37
16106,81138,6,3
16107,81140,4720,3
16108,81142,22,3
16109,81145,4,8
16110,81147,5690,3
16111,81150,1,2
16112,81152,4,8
16113,81156,5785,8
16114,81158,161,2
16115,81162,22,2
16116,81164,1988,2
16117,81172,4,1
16118,81180,62788,1
16119,81182,6,2
16120,81184,188,3
16121,81191,143476,2
16122,81193,107,8
16123,81195,20,8
16124,81198,4,3
16125,81200,4,1
16126,81204,12,3
16127,81214,4,3
16128,81216,155,3
16129,81225,829,9
16130,81229,103810,13
16131,81238,1,2
16132,81243,4,3
16133,81248,4,1
16134,81250,4,8
16135,81257,61,3
16136,81270,1644,2
16137,81274,4,2
16138,81276,37,1
16139,81281,4,2
16140,81305,4,3
16141,81312,22,1
16142,81314,20,3
16143,81316,22,3
16144,81322,41,1
16145,81324,20,1
16146,81326,4,2
16147,81328,20,1
16148,81330,37,3
16149,81333,4,2
16150,81347,4,1
16151,81349,4,3
16152,81351,20,8
16153,81355,1151,8
16154,81357,4,2
16155,81359,224,8
16156,81362,22,1
16157,81364,7523,2
16158,81366,4,2
16159,81371,4,1
16160,81381,37,3
16161,81383,6488,6
16162,81385,306,1
16163,81387,4,8
16164,81389,22,2
16165,81391,4,3
16166,81393,6,1
16167,81396,4,2
16168,81398,929,3
16169,81403,6081,8
16170,81405,37,2
16171,81411,4,3
16172,81413,4,2
16173,81415,37,3
16174,81417,1996,1
16175,81424,4,3
16176,81427,6,1
16177,81429,12,2
16178,81432,1,8
16179,81435,22,1
16180,81441,20,2
16181,81443,4,2
16182,81445,2930,2
16183,81447,4,3
16184,81451,70,1
16185,81453,1179,3
16186,81456,4144,2
16187,81495,20,2
16188,81497,20,1
16189,81499,20,2
16190,81501,4,3
16191,81512,3358,6
16192,81516,45361,3
16193,81518,22,1
16194,81520,33437,2
16195,81524,20,8
16196,81535,72129,2
16197,81537,2073,2
16198,81546,4,1
16199,81548,4,2
16200,81562,142448,5
16201,81564,8961,16
16202,81566,4,1
16203,81568,946,2
16204,81574,22,3
16205,81583,4,6
16206,81585,899,2
16207,81587,4,8
16208,81589,4,2
16209,81591,3546,3
16210,81610,7835,8
16211,81613,4,1
16212,81615,4,6
16213,81617,4,8
16214,81621,4,6
16215,81629,37,2
16216,81631,256,6
16217,81633,212,2
16218,81637,1,5
16219,81639,94,2
16220,81641,55946,3
16221,81643,163,2
16222,81646,48,1
16223,81656,26509,2
16224,81658,4,5
16225,81660,66,2
16226,81665,48744,8
16227,81667,48,2
16228,81669,22,1
16229,81671,48,5
16230,81673,4,2
16231,81676,3,2
16232,81679,20,2
16233,81681,266,1
16234,81684,163,3
16235,81688,382,5
16236,81690,4,1
16237,81698,16,2
16238,81700,37,3
16239,81702,4,3
16240,81704,4,3
16241,81708,20,1
16242,81711,588,14
16243,81713,1,5
16244,81715,1,5
16245,81725,1730,1
16246,81727,37,3
16247,81731,2467,5
16248,81733,4,2
16249,81736,4,3
16250,81738,4,2
16251,81742,1,8
16252,81744,66,3
16253,81751,2624,6
16254,81753,37,1
16255,81755,4,3
16256,81758,12,2
16257,81765,29,5
16258,81768,1,6
16259,81770,4,3
16260,81782,20,3
16261,81784,539,6
16262,81786,1295,2
16263,81788,459,5
16264,81791,105954,1
16265,81795,4,1
